No|Fakultas|Jurusan|Kode|ID|Matakuliah|Aksi
1225|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|KM184101|4131|KM184101 Matematika 1 (Mathematics 1)|setting
1226|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184101|4132|RC184101 Statistik Dasar (Statistik Dasar)|setting
1227|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184102|4133|RC184102 Struktur Statis Tertentu (Statically Determinate Structure)|setting
1228|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|UG184914|4134|UG184914 Bahasa Inggris (English)|setting
1229|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|SF184202|4135|SF184202 Fisika 2 (Physics 2)|setting
1230|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|SK184101|4136|SK184101 Kimia 1 (Chemistry 1)|setting
1231|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|KM184201|4137|KM184201 Matematika 2 (Mathematics 2)|setting
1232|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184202|4138|RC184202 Mekanika Bahan (Mechanic of Materials)|setting
1233|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|UG184911|4139|UG184911 Pancasila (Pancasila)|setting
1234|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184201|4140|RC184201 Pemrograman Komputer (Computer Programming)|setting
1235|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184303|4141|RC184303 Mekanika Fluida dan Hidrolika (Fluid Mechanics and Hydraulics)|setting
1236|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184305|4142|RC184305 Menggambar Bangunan Sipil (Civil Engineering Drawing)|setting
1237|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184301|4143|RC184301 Pemodelan dan Analisa Struktur (Modelling And Analysis Of Structure)|setting
1238|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RW184901|4144|RW184901 Pengantar Informasi Geospasial (Introduction Geospatial to Information)|setting
1239|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184304|4145|RC184304 Perencanaan Lalu Lintas dan Transportasi (Transportation and Traffic Design)|setting
1240|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184302|4146|RC184302 Teknologi Bahan Bangunan (Building Material Technology)|setting
1241|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184401|4147|RC184401 Elemen Struktur Baja (Steel Structure Element)|setting
1242|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184402|4148|RC184402 Elemen Struktur Beton (Concrete Structure Element)|setting
1243|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184403|4149|RC184403 Hidrologi (Hydrology)|setting
1244|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184404|4150|RC184404 Konstruksi Jalan Kereta Api (Railway Engineering)|setting
1245|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184405|4151|RC184405 Manajemen Konstruksi (Construction Management)|setting
1246|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184406|4152|RC184406 Mekanika Tanah dan Pondasi (Soil Mechanic and Foundation)|setting
1247|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184503|4153|RC184503 Drainase (Drainage)|setting
1248|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184505|4154|RC184505 Peralatan dan Metode Konstruksi (Construction Equipment and Methods)|setting
1249|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184501|4155|RC184501 Struktur Bangunan Baja (Structure Steel Building)|setting
1250|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184502|4156|RC184502 Struktur Bangunan Beton (Concrete Structure)|setting
1251|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184504|4157|RC184504 Teknik Sungai (River Engineering)|setting
1252|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184506|4158|RC184506 Timbunan dan Konstruksi Penahan Tanah (Embankment And Earth Retaining Structure)|setting
1253|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184604|4159|RC184604 Dasar Teknik Pantai dan Perencanaan Pelabuhan (Hydraulic Coastal Engineering and Port Planning)|setting
1254|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184603|4160|RC184603 Irigasi dan Bangunan Air (Irrigation and Water Structures)|setting
1255|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184605|4161|RC184605 Pengendalian Waktu dan Biaya Proyek (Project Cost and Schedule Control)|setting
1256|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184606|4162|RC184606 Perancangan Jalan Raya (Highway Design)|setting
1257|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184602|4163|RC184602 Perancangan Struktur beton (Design of Reinforced Concrete Building)|setting
1258|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184601|4164|RC184601 Rekayasa Jembatan (Bridge Engineering)|setting
1259|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184709|4165|RC184709 Beton Pratekan (Prestressed Concrete)|setting
1260|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184707|4166|RC184707 Dinamika Struktur (Structural Dynamics)|setting
1261|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184721|4167|RC184721 Ekonomi Jalan Raya (Highway Economy)|setting
1262|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184722|4168|RC184722 Fasilitas Angkutan Penumpang dan Barang (Passengers and Freight Transportation Facilities)|setting
1263|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184725|4169|RC184725 Fasilitas Pelabuhan (Port Facilities)|setting
1264|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184713|4170|RC184713 Geologi Teknik (Geology Engineering)|setting
1265|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184724|4171|RC184724 Geometrik Jalan Rel (Railway Geometric)|setting
1266|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184727|4172|RC184727 Kesehatan, Keselamatan Kerja, dan Lingkungan (Health, Safety, and Environment)|setting
1267|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184705|4173|RC184705 Metode Elemen Hingga (Finite Element Method)|setting
1268|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184712|4174|RC184712 Metode Perbaikan Tanah (Soil Improvement Method)|setting
1269|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184728|4175|RC184728 Optimasi Waktu dan Biaya (Resource Optimization)|setting
1270|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184801|4176|RC184801 Pengadaan dan Kontrak Proyek konstruksi (Procurement and Contract for Construction Project)|setting
1271|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|Statistika Geomatika|4177|RM184305 - Statistika|setting
1272|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184726|4178|RC184726 Pengantar Manajemen Aset Infrastruktur (Introduction to Infrastructure Asset Management)|setting
1273|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184717|4179|RC184717 Pengelolaan Sumber Daya Air (Water Resources Management)|setting
1274|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184718|4180|RC184718 Pengoperasian dan Pemeliharaan Bangunan Air (Operation and Maintenance of Water Infrastructures)|setting
1275|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184729|4181|RC184729 Penilaian Properti (Property Valuation)|setting
1276|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184701|4182|RC184701 Perancangan Jembatan (Steel Bridges Design)|setting
1277|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184716|4183|RC184716 Perencanaan Bangunan Pantai (Design of Coastal Protection)|setting
1278|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184703|4184|RC184703 Perencanaan dan Perancangan Bandara (Airport Planning and Design)|setting
1279|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184715|4185|RC184715 Perencanaan dan Perancangan Jaringan Perpipaan (Design of Pipeline)|setting
1280|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184720|4186|RC184720 Perencanaan dan Perancangan Tenaga Air (Hydropower)|setting
1281|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184719|4187|RC184719 Perencanaan dan Perancangan Waduk (Design of Dam)|setting
1282|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184723|4188|RC184723 Perencanaan Permintaan Transportasi (Transportation Planning)|setting
1283|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184711|4189|RC184711 Pondasi Beban Dinamis (Dynamically Loaded Foundation)|setting
1284|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184714|4190|RC184714 Pondasi diatas lapisan batuan (Rock Foundation Engineering)|setting
1285|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184710|4191|RC184710 Pondasi Lanjut (Advanced Foundation Engineering)|setting
1286|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184708|4192|RC184708 Rekayasa Jembatan Bentang Panjang (Long Span Bridge Engineering)|setting
1287|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184706|4193|RC184706 Struktur Baja Daktail (Ductile Design of Steel Structures)|setting
1288|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184730|4194|RC184730 Studi Kelayakan Proyek Konstruksi (Feasibility Study for Construction Project)|setting
1289|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184702|4195|RC184702 Teknik Pengambilan Keputusan (Decision Making Techniques)|setting
1290|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184704|4196|RC184704 Teknik Penulisan Ilmiah (Academic Report Writing)|setting
1291|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|UG184915|4197|UG184915 Teknopreneur (Technopreneurship)|setting
1292|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184732|4198|RC184732 Topik Khusus (Special Topics)|setting
1293|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184731|4199|RC184731 Utilitas Gedung (Building Utility)|setting
1294|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184802|4200|RC184802 Kerja Praktek (Internship)|setting
1295|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184804|4201|RC184804 Prinsip Infrastruktur Sipil (Pengayaan) (Principle of Civil Infrastructures?(Enrichment))|setting
1296|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|RC184803|4202|RC184803 Tugas Akhir (Final Project)|setting
1297|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|UG184916|4203|UG184916 Wawasan dan Aplikasi Teknologi (Concept of Technology)|setting
1298|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RM184306 - ST&PP - EYH|4209|RM184306 - Sistem Tranformasi dan Proyeksi Peta - EYH & HHT|setting
1299|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI185172VI|4210|TI185172 Manufacturing Excellence VI|setting
1300|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI185172SMI|4211|TI185172 Manufacturing Excellence SMI|setting
1301|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI185212|4212|TI185212|Rekayasa Kualitas|setting
1302|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI185101A|4213|TI185101|Statistika Industri Lanjut A|setting
1303|Fakultas Teknologi Industri (FTI)|Teknik Fisika|SISMEN|4216|TF 181702 SISTEM INSTRUMENTASI|setting
1304|Fakultas Teknologi Industri (FTI)|Teknik Fisika|INSTRULEKIN|4217|TF 181819 INSTRUMENTASI DAN ELEKTRIK INDUSTRI|setting
1305|Fakultas Teknologi Industri (FTI)|Teknik Fisika|FUZZY|4218|TF 181815 SISTEM LOGIKA FUZZY|setting
1306|Fakultas Teknologi Industri (FTI)|Teknik Fisika|METPEN|4220|TF 181703 METODE PENELITIAN|setting
1307|Fakultas Teknologi Industri (FTI)|Teknik Fisika|CERDAS|4221|TF 185313 KECERDASAN BUATAN UNTUK SISTEM INSTRUMEN|setting
1308|Fakultas Teknologi Industri (FTI)|Teknik Fisika|KO LANJUT|4222|TF 185201 KONTROL OTOMATIK LANJUT|setting
1309|Fakultas Teknologi Industri (FTI)|Teknik Fisika|OPSIS|4224|TF 185202 OPTIMISASI SISTEM|setting
1310|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185230|4225|TF185230 SISTEM ENERGI TERBARUKAN|setting
1311|Fakultas Teknologi Industri (FTI)|Teknik Fisika|181503RSKKE|4226|TF 181503 REKAYASA SISTEM KONVERSI DAN KONSERVASI ENERGI|setting
1312|Fakultas Teknologi Industri (FTI)|Teknik Fisika|181303MEKFLU|4228|TF 181303 MEKANIKA FLUIDA|setting
1313|Fakultas Teknologi Industri (FTI)|Teknik Fisika|PERPAN|4229|TF 181306 PERPINDAHAN PANAS DAN MASA|setting
1314|Fakultas Ilmu Alam (FIA)|Kimia|Biokimia B|4231|SK184531 - Biokimia B|setting
1315|Fakultas Ilmu Alam (FIA)|Kimia|Biokimia C|4232|SK184531 - Biokimia C|setting
1316|Fakultas Ilmu Alam (FIA)|Kimia|Biologi Dasar A|4234|SW185702 - Biologi Dasar A|setting
1317|Fakultas Ilmu Alam (FIA)|Kimia|Biologi Dasar B|4235|SW185702 - Biologi Dasar B|setting
1318|Fakultas Ilmu Alam (FIA)|Kimia|Biokimia A|4237|SK184531 - Biokimia A|setting
1319|Fakultas Ilmu Alam (FIA)|Kimia|Biologi Dasar C|4238|SW185702 - Biologi Dasar C|setting
1320|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185130|4239|TF185130 STATISTIK ENERGI|setting
1321|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184309A|4240|TI184309|Ergonomi Industri A|setting
1322|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184901|4241|TI184901|Aplikasi Ergonomi Industri|setting
1323|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184520A|4242|TI184520|Perancangan dan Pengembangan Produk A|setting
1324|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184830Q|4243|TI184830|Manajemen Proyek Q|setting
1325|Fakultas Teknologi Industri (FTI)|Teknik Mesin|ANUM-A|4246|TM184517-ANALISA NUMERIK-A|setting
1326|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|PencMultiFase-S3|4247|Perpindahan Pencemar Multi-fase|setting
1327|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|publik-inter-S3tl|4248|Penulisan Ilmiah dan Publikasi Internasional|setting
1328|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|stokastik-s3tl|4249|Metoda Stokastik Teknik Lingkungan|setting
1329|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|fito-s3tl|4250|Fitoteknologi Terapan|setting
1330|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|EkologiMikroba_S3tl_1819|4251|Ekologi Mikroba Terapan|setting
1331|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Tekno-mutakhir-pen-S3tl-1819|4252|Teknologi Mutakhir Pengolahan Air Limbah|setting
1332|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|TekMut_PengolSampah-S3tl-1819|4253|Teknologi Mutakhir Pengolahan Sampah|setting
1333|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|TeknoMutPengolB3-S3TL-1819|4254|Teknologi Mutakhir Pengolahan B3|setting
1334|Fakultas Teknologi Industri (FTI)|Teknik Fisika|STATO|4255|TF 181302 STATISTIK DAN STOKASTIK|setting
1335|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184309 C|4256|TI184309 Ergonomi Industri C|setting
1336|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|35100RM1845182018B|4257|RM184518 - Jaring Kontrol Geodesi - Kelas B - MTF - EYH - HHT|setting
1337|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|35100RM1845192018_|4258|RM184519 - Penginderaan Jauh - HHT|setting
1338|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184975|4259|TI184975|Strategi Korporasi|setting
1339|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184979|4260|TI184979|Manajemen Resiko Korporat|setting
1340|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184307ABCD|4261|TI184307|Analisis dan Estimasi Biaya ABCD|setting
1341|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184307Q|4262|TI184307|Analisis dan Estimasi Biaya Q|setting
1342|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184309Q|4263|TI184309 Ergonomi Industri Q|setting
1343|Fakultas Teknologi Industri (FTI)|Teknik Mesin|ELMES1-B|4264|TM184414-ELEMEN MESIN 1-B|setting
1344|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184309|Ergonomi Industri D|4265|TI184309|Ergonomi Industri D|setting
1345|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184310|Operations Research 1 A|4266|TI184310|Operations Research 1 A|setting
1346|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|PSDL__TSL1819|4267|Pengelolaan Sumber Daya Lingkungan|setting
1347|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|PSDL_EMI_S2TL_1819|4268|Environmental Resource Management|setting
1348|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|BioteLingk_EMI_S2TL_1819|4269|Environmental Biotechnology|setting
1349|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184310|Operations Research 1 B|4270|TI184310|Operations Research 1 B|setting
1350|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184310|Operations Research 1 C|4271|TI184310|Operations Research 1 C|setting
1351|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184310|Operations Research 1 D|4272|TI184310|Operations Research 1 D|setting
1352|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184310|Operations Research 1 Q|4273|TI184310|Operations Research 1 Q|setting
1353|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184308|Proses Manufaktur B|4274|TI184308|Proses Manufaktur B|setting
1354|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184521|Manajemen Organisasi dan Sumber Daya Manusia A|4275|TI184521|Manajemen Organisasi dan Sumber Daya Manusia A|setting
1355|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184521|Manajemen Organisasi dan Sumber Daya Manusia B|4276|TI184521|Manajemen Organisasi dan Sumber Daya Manusia B|setting
1356|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184521|Manajemen Organisasi dan Sumber Daya Manusia Q|4277|TI184521|Manajemen Organisasi dan Sumber Daya Manusia Q|setting
1357|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184520|Perancangan dan Pengembangan Produk B|4278|TI184520|Perancangan dan Pengembangan Produk B|setting
1358|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184520|Perancangan dan Pengembangan Produk C|4279|TI184520|Perancangan dan Pengembangan Produk C|setting
1359|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184520|Perancangan dan Pengembangan Produk D|4280|TI184520|Perancangan dan Pengembangan Produk D|setting
1360|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184520|Perancangan dan Pengembangan Produk Q|4281|TI184520|Perancangan dan Pengembangan Produk Q|setting
1361|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184518|Production Planning and Inventory Control A|4282|TI184518|Production Planning and Inventory Control A|setting
1362|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184518|Production Planning and Inventory Control B|4283|TI184518|Production Planning and Inventory Control B|setting
1363|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184518|Production Planning and Inventory Control C|4284|TI184518|Production Planning and Inventory Control C|setting
1364|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184518|Production Planning and Inventory Control D|4285|TI184518|Production Planning and Inventory Control D|setting
1365|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184518|Production Planning and Inventory Control Q|4286|TI184518|Production Planning and Inventory Control Q|setting
1366|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184522|Simulasi Sistem Industri A|4287|TI184522|Simulasi Sistem Industri A|setting
1367|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184522|Simulasi Sistem Industri B|4288|TI184522|Simulasi Sistem Industri B|setting
1368|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184522|Simulasi Sistem Industri C|4289|TI184522|Simulasi Sistem Industri C|setting
1369|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184522|Simulasi Sistem Industri Q|4290|TI184522|Simulasi Sistem Industri Q|setting
1370|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184306|Statistik Industri 2 B|4291|TI184306|Statistik Industri 2 B|setting
1371|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184306|Statistik Industri 2 C|4292|TI184306|Statistik Industri 2 C|setting
1372|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184306|Statistik Industri 2 Q|4293|TI184306|Statistik Industri 2 Q|setting
1373|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184727|Ekologi Industri A|4294|TI184727|Ekologi Industri A|setting
1374|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI184728|Supply Chain Management A|4295|TI184728|Supply Chain Management A|setting
1375|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184728|Supply Chain Management B|4296|TI184728|Supply Chain Management B|setting
1376|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184728|Supply Chain Management Q|4297|TI184728|Supply Chain Management Q|setting
1377|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184517|Teknik Pengendalian Kualitas B|4298|TI184517|Teknik Pengendalian Kualitas B|setting
1378|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184517|Teknik Pengendalian Kualitas D|4299|TI184517|Teknik Pengendalian Kualitas D|setting
1379|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184951|Analisa Keputusan|4300|TI184951|Analisa Keputusan|setting
1380|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184922|Computer Integrated Manufacturing|4302|TI184922|Computer Integrated Manufacturing|setting
1381|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184943|Data Mining|4303|TI184943|Data Mining|setting
1382|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184902|Ergo Safety|4304|TI184902|Ergo Safety|setting
1383|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184903|Ergonomi Makro|4305|TI184903|Ergonomi Makro|setting
1384|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184905|Faal dan Biomenikanika Kerja|4306|TI184905|Faal dan Biomenikanika Kerja|setting
1385|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184965|Manajemen Distribusi|4307|TI184965|Manajemen Distribusi|setting
1386|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184972|Manajemen Jasa|4308|TI184972|Manajemen Jasa|setting
1387|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184927|Manajemen Lingkungan Industri|4309|TI184927|Manajemen Lingkungan Industri|setting
1388|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184974|Manajemen Pengetahuan|4310|TI184974|Manajemen Pengetahuan|setting
1389|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184963|Manajemen Persediaan dan Pengadaan|4311|TI184963|Manajemen Persediaan dan Pengadaan|setting
1390|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184416|Operations Research 2 A Q|4312|TI184416|Operations Research 2 A Q|setting
1391|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184416|Operations Research 2 B|4313|TI184416|Operations Research 2 B|setting
1392|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184416|Operations Research 2 C|4314|TI184416|Operations Research 2 C|setting
1393|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184623|Pemeliharaan dan Teknik Keandalan A|4315|TI184623|Pemeliharaan dan Teknik Keandalan A|setting
1394|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184623|Pemeliharaan dan Teknik Keandalan B|4316|TI184623|Pemeliharaan dan Teknik Keandalan B|setting
1395|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184831|Perancangan Sistem Informasi Bisnis A|4317|TI184831|Perancangan Sistem Informasi Bisnis A|setting
1396|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184831|Perancangan Sistem Informasi Bisnis B|4318|TI184831|Perancangan Sistem Informasi Bisnis B|setting
1397|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184983|Permodelan Sistem Berbasis Agen|4319|TI184983|Permodelan Sistem Berbasis Agen|setting
1398|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184971|Rekayasa Proses Bisnis|4320|TI184971|Rekayasa Proses Bisnis|setting
