No|Fakultas|Jurusan|Matakuliah
1734|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142700 Jaringan Nirkabel Ad-Hoc
1735|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142701 Multimedia dalam Jaringan
1736|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142702 Keamanan Sistem Informasi dan Jaringan
1737|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142703 Sistem Real-Time dan Embedded
1738|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142704 Analisa dan Unjuk Kerja Jaringan Komunikasi
1739|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142705 Sistem Manajemen Basis Data Multimedia
1740|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142706 Pengolahan Citra Digital
1741|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142707 Kecerdasan Buatan
1742|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142708 Komputasi Fault-tolerant
1743|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142709 Sistem Biometrika
1744|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142710 Topik Khusus Telematika
1745|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142489 Sistem Telemedika
1746|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142480 Kecerdasan Bisnis
1747|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142487 Manajemen Jaringan
1748|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142499 Teknik Pemrograman
1749|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142483 Pengolahan Sinyal Multimedia
1750|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142482 Jaringan Komputer
1751|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142722 Jaringan Multimedia
1752|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142363 Sistem dan Jaringan TIK
1753|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142364 Managemen Strategi
1754|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142365 Sistem Manajemen Basis Data Terdistribusi
1755|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142368 Manajemen Jaringan
1756|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142304 Penulisan Ilmiah
1757|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142362 Rekayasa Internet
1758|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142366 Tatakelola dan Audit TIK
1759|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142367 Manajemen Proyek
1760|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142717 Keamanan Sistem Informasi & Jaringan
1761|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142480 Kecerdasan Bisnis
1762|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142720 E-Government
1763|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142718 Standar dan Regulasi TIK
1764|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142711 Knowledge Management
1765|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142712 Manajemen Pusat Data
1766|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142713 Sistem Cerdas
1767|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142714 E-Commerce
1768|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142715 Performance Management
1769|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142716 Topik Khusus CIO
1770|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142489 Sistem Telemedika
1771|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142709 Sistem Biometrika
1772|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142719 E-Learning
1773|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE142721 Jaringan Komunikasi Nirkabel
1774|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141312-PENGANTAR ARSITEKTUR
1775|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141314-MATEMATIKA ARSITEKTUR
1776|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141313-MEKANIKA TEKNIK
1777|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|IG141108-BAHASA INGGRIS
1778|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|IG141101-05-PENDIDIKAN AGAMA
1779|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141321-DASAR DESAIN ARSITEKTUR 2
1780|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|IG.141106. WAWASAN KEBANGSAAN
1781|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141323-COMPUTER AIDED DESIGN
1782|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141322-KONSTRUKSI BANGUNAN
1783|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141324-FISIKA BANGUNAN
1784|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141332 - ARSITEKTUR NUSANTARA (A/B/C)
1785|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141335-ARSITEKTUR LANSEKAP
1786|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141331-DESAIN ARSITEKTUR 1
1787|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141333-SISTEM STRUKTUR
1788|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141334-SAINS & TEKNOLOGI ARSITEKTUR
1789|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141343-PERKEMBANGAN ARSITEKTUR
1790|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141342-TEORI ARSITEKTUR
1791|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141341-DESAIN ARSITEKTUR 2
1792|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141345-PENGANTAR TEORI PERUMAHAN & DESAIN PERKOTAAN
1793|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141344-UTILITAS BANGUNAN
1794|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141352-ARSITEKTUR KIWARI
1795|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141353-EKOLOGI ARSITEKTUR
1796|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141351-DESAIN ARSITEKTUR 3
1797|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141451-COMPUTER AIDED ARCHITECTURAL DESIGN 1 (PILIHAN)
1798|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141452-ARSITEKTUR TROPIS (PILIHAN)
1799|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141453-PERANCANGAN RUANG LUAR (PILIHAN)
1800|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141455-DASAR PERANCANGAN KOTA (PILIHAN)
1801|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141456-TEKTONIKA (PILIHAN)
1802|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141457-STILISTIKA (PILIHAN)
1803|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141458-REKAYASA ARSITEKTUR 1 (PILIHAN)
1804|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141459-PRAKTEK PROFESI (PILIHAN)
1805|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141362-MAKNA ARSITEKTUR
1806|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141363-PENELITIAN ARSITEKTUR
1807|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141361-DESAIN ARSITEKTUR 4
1808|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141461-COMPUTER AIDED ARCHITECTURAL DESIGN 2 (PILIHAN)
1809|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141462-ARSITEKTUR HIJAU (PILIHAN)
1810|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141463-ARSITEKTUR LANSEKAP BERKELANJUTAN (PILIHAN)
1811|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141464-PERUMAHAN FORMAL (PILIHAN)
1812|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141465-PROSEDUR PERANCANGAN KOTA (PILIHAN)
1813|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141466-ARSITEKTUR TEMATIK (PILIHAN)
1814|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141467-APRESIASI ARSITEKTUR (PILIHAN)
1815|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141468-REKAYASA ARSTEKTUR 2 (PILIHAN)
1816|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141469-KERJA PRAKTEK (PILIHAN)
1817|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|IG. 141107. WAWASAN TEKNOLOGI & KOMUNIKASI ILMIAH (MKU)
1818|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141372-PROPOSAL TUGAS AKHIR
1819|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141371-DESAIN ARSITEKTUR 5
1820|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|IG. 141109. TECHNOPRENEURSHIP
1821|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141382-ETIKA ARSITEKTUR
1822|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|RA141581-TUGAS AKHIR
1823|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF141353 GETARAN
1824|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|none|Download Formulir
1825|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141205 - Algoritma dan Struktur Data A
1826|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141205 - Algoritma dan Struktur Data C
1827|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141205 - Algoritma dan Struktur Data D
1828|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141325 - Etika Profesi SI A
1829|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141325 - Etika Profesi SI Q
1830|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141209 - Statistika B
1831|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141323 - Pengukuran Kinerja dan Evaluasi TI
1832|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141207 - Arsitektur SI/TI Perusahaan A
1833|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141207 - Arsitektur SI/TI Perusahaan B
1834|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141207 - Arsitektur SI/TI Perusahaan C
1835|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141207 - Arsitektur SI/TI Perusahaan D
1836|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141317 - Tata Kelola TI
1837|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141306 - Analisis dan Desain Perangkat Lunak A
1838|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141306 - Analisis dan Desain Perangkat Lunak B
1839|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141306 - Analisis dan Desain Perangkat Lunak C
1840|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141306 - Analisis dan Desain Perangkat Lunak D
1841|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141307 - Interaksi Manusia dan Komputer A
1842|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141318 - Manajemen Resiko TI A
1843|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141307 - Interaksi Manusia dan Komputer B
1844|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141307 - Interaksi Manusia dan Komputer C
1845|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141318 - Manajemen Resiko TI B
1846|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141307 - Interaksi Manusia dan Komputer D
1847|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141318 - Manajemen Resiko TI D
1848|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141318 - Manajemen Resiko TI C
1849|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141319 - Manajemen Pengadaan dan Investasi TI B
1850|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141319 - Manajemen Pengadaan dan Investasi TI A
1851|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141309 - Desain Basis Data A
1852|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141309 - Desain Basis Data B
1853|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141309 - Desain Basis Data C
1854|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141320 - Manajemen Rantai Pasok dan Hubungan Pelanggan C&D
1855|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141309 - Desain Basis Data D
1856|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141310 - Pemrograman Berbasis Web B
1857|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141322 - Sistem Cerdas C
1858|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141210 - Tata Tulis Ilmiah A
1859|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141210 - Tata Tulis Ilmiah B
1860|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141210 - Tata Tulis Ilmiah C
1861|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141210 - Tata Tulis Ilmiah D
1862|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|none|Download FORMULIR PASCASARJANA
1863|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF141221 MATEMATIKA II
1864|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|ANALISA STRUKTUR GEDUNG TINGGI
1865|Fakultas Bisnis dan Manajemen Teknologi (FBMT)|Manajemen Bisnis|TB141311 Capital Budgeting
1866|Fakultas Teknologi Industri (FTI)|Teknik Fisika|PEMETAAN POTENSI ENERGI
1867|Fakultas Teknologi Industri (FTI)|Teknik Fisika|SISTEM DISTRIBUSI ENERGI
1868|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TEKNIK KONVERSI ENERGI
1869|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|TAS- Statistika Terapan - D4 Teknik Sipil
1870|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141320 - Manajemen Rantai Pasok dan Hubungan Pelanggan A&B
1871|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|TAS- Hidrologi - D3 Teknik Sipil
1872|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Data Mining
1873|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Topik dalam Visi Komputer S2
1874|Fakultas Teknologi Industri (FTI)|Teknik Industri|Algoritma dan Pemrogaman Komputer (A)
1875|Fakultas Teknologi Industri (FTI)|Teknik Industri|Algoritma dan Pemrogaman Komputer (D)
1876|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Rekayasa Kebutuhan (2018)
1877|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Rekayasa Kebutuhan kelas E (2017)
1878|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Rekayasa Kebutuhan Lanjut 2018
1879|Fakultas Teknologi Elektro (FTE)|Teknik Elektro|TE143466 Analisis dan Kontrol untuk Sistem Nonlinear
1880|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RG141332 - Survei Hidrografi - DGP
1881|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|none|Bahan Ajar Mata Kuliah Umum
1882|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI141204 Algoritma dan Pemrogaman Komputer 3 C
1883|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RG141331 - Manajemen Survei dan Pemetaan - YBO
1884|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RG141329 - Pemetaan Pertambangan - YBO
1885|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Perencanaan Wilayah Kota|Komputasi Perencanaan (EMI)
1886|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE142322 Teknologi Pengolahan Gas Buang dan Partikulat
1887|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RG141322 - Oseanografi Fisik - DGP
1888|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RG141318 - Survei Rekayasa - YBO
1889|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RG141321 - Proyeksi Peta - DGP
1890|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RG141314 - Sistem Informasi Geografis - YBO
1891|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Teknologi Membran
1892|Fakultas Teknologi Industri (FTI)|Teknik Kimia|TK141481 PENGOLAHAN LIMBAH INDUSTRI & B3
1893|Fakultas Teknologi Industri (FTI)|Teknik Kimia|TK141241 - Mikrobiologi Industri (C)
1894|Fakultas Teknologi Industri (FTI)|Teknik Kimia|TK141222 - Kimia Organik I (A)
1895|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141322A-Menggambar Teknik Kelas A
1896|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|TX141320 Anatomi Dan Fisiologi A
1897|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|TX141320 Anatomi Dan Fisiologi B
1898|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141221A-Matematika Rekayasa Kelas A
1899|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|TX141321 Dasar Bioelektrokimia A
1900|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|TX141321 Dasar Bioelektrokimia B
1901|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141222A-Mikrobiologi Lingkungan Kelas A
1902|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141344A-Unit Proses Teknik Lingkungan Kelas A
1903|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|TX141322 Rangkaian Listrik A
1904|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141335A-Unit Operasi Teknik Lingkungan Kelas A
1905|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141341A-Pengelolaan Sumber Daya Air Kelas A
1906|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141345A-Pencemaran Udara Kelas A
1907|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|TX141322 Rangkaian Listrik B
1908|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141363A-Perencanaan Bangunan Pengolahan Air Minum Kelas A
1909|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141364A-Perencanaan Bangunan Pengolahan Air Limbah Setempat Kelas A
1910|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141362A-Pengelolaan Sampah Kelas A
1911|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141361 Metodologi Penelitian
1912|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141381A-Kesehatan dan Keselamatan Kerja Kelas A
1913|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141403 Sistem Manajemen Lingkungan
1914|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141401 Plumbing dan Pompa
1915|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141404 Audit Lingkungan
1916|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141406 Fitoteknologi
1917|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141412 Pengelolaan Sumber Daya Lahan
1918|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141411 Penyediaan Air Minum Berbasis Masyarakat
1919|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141402 Pengelolaan Limbah Industri
1920|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141409 Manajemen Lingkungan Kota
1921|Fakultas Teknologi Elektro (FTE)|Teknik Biomedik|TX141323 Probabilitas Dan Statistika B
1922|Fakultas Teknologi Industri (FTI)|Teknik Kimia|Teknologi Lipida
1923|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Perencanaan Wilayah Kota|Sistem Sosial
1924|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Perencanaan Wilayah Kota|Pengelolaan Lingkungan (KLHS, AMDAL)
1925|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RG141316 - Kartografi Digital - YBO
1926|Fakultas Bisnis dan Manajemen Teknologi (FBMT)|Manajemen Bisnis|TB141312 - Metode Kuantitatif
1927|Fakultas Bisnis dan Manajemen Teknologi (FBMT)|Manajemen Bisnis|TB141322 - Manajemen Merk
1928|Fakultas Bisnis dan Manajemen Teknologi (FBMT)|Manajemen Bisnis|TB 141312 Hukum Dan Etika Bisnis
1929|Fakultas Bisnis dan Manajemen Teknologi (FBMT)|Manajemen Bisnis|TB1411211 - Analisa dan Permodelan E Business
1930|Fakultas Bisnis dan Manajemen Teknologi (FBMT)|Manajemen Bisnis|TB141301 - SIstem Informasi Bisnis
1931|Fakultas Vokasi (F Vok.)|Teknik Infrastruktur Sipil|ANALISA STRUKTUR KELAS G
1932|Fakultas Teknologi Industri (FTI)|Teknik Fisika|UJIAN KOMPREHENSIF S1 TEKNIK FISIKA
1933|Fakultas Teknologi Industri (FTI)|Teknik Kimia|Optimasi Proses Migas
1934|Fakultas Teknologi Kelautan (FTK)|Teknik Sistem Perkapalan|ME184101-ENGINEERING DRAWING & CAD
1935|Fakultas Teknologi Industri (FTI)|Teknik Kimia|MK. KIMIA ANALISA (C)
1936|Fakultas Teknologi Kelautan (FTK)|Teknik Sistem Perkapalan|TEORI BANGUNAN KAPAL DAN KONSTRUKSI 2
1937|Fakultas Teknologi Kelautan (FTK)|Teknik Sistem Perkapalan|MEKANIKA FLUIDA
1938|Fakultas Ilmu Alam (FIA)|Biologi|ENTOMOLOGI
1939|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|PPAr
1940|Kantor Penjaminan Mutu|none|SISTEM PENJAMINAN MUTU INTERNAL (SPMI) ITS
1941|Kantor Penjaminan Mutu|none|PROGRAM ASUH MENUJU PRODI UNGGUL (2018)
1942|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|none|PEKERTI 24-27 Juli 2017
1943|Fakultas Matematika, Komputasi dan Sains Data (FMKSD)|Matematika|KOMPUTASI MATEMATIKA
1944|Fakultas Matematika, Komputasi dan Sains Data (FMKSD)|Matematika|Kalkulus Stokastik
1945|Fakultas Matematika, Komputasi dan Sains Data (FMKSD)|Matematika|Sistem dan Kontrol
1946|Fakultas Matematika, Komputasi dan Sains Data (FMKSD)|Matematika|Sistem Dinamik
1947|Fakultas Matematika, Komputasi dan Sains Data (FMKSD)|Matematika|Sistem Fuzzy
1948|Fakultas Matematika, Komputasi dan Sains Data (FMKSD)|Matematika|Optimasi Dinamis
1949|Fakultas Matematika, Komputasi dan Sains Data (FMKSD)|Matematika|Teori Graf
1950|Fakultas Matematika, Komputasi dan Sains Data (FMKSD)|Matematika|Komputasi Dinamika Fluida
1951|Fakultas Matematika, Komputasi dan Sains Data (FMKSD)|Matematika|Bioinformatika
1952|Fakultas Matematika, Komputasi dan Sains Data (FMKSD)|Matematika|Analisis Numerik
1953|Fakultas Matematika, Komputasi dan Sains Data (FMKSD)|Matematika|Asimilasi Data
1954|Fakultas Matematika, Komputasi dan Sains Data (FMKSD)|Matematika|Jaringan Syaraf Tiruan
1955|Fakultas Matematika, Komputasi dan Sains Data (FMKSD)|Matematika|Topik Pemodelan dan Optimasi
1956|Fakultas Matematika, Komputasi dan Sains Data (FMKSD)|Matematika|Topik Komputasi
1957|Fakultas Matematika, Komputasi dan Sains Data (FMKSD)|Matematika|Matematika Keuangan
1958|Fakultas Matematika, Komputasi dan Sains Data (FMKSD)|Matematika|Analisis dan Pengolahan Citra
1959|Fakultas Matematika, Komputasi dan Sains Data (FMKSD)|Matematika|Aljabar Min Max Plus
1960|Fakultas Matematika, Komputasi dan Sains Data (FMKSD)|Matematika|Topik Analisis Terapan
1961|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Riset Operasi PDITT
1962|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|none|Materi AA dan Pekerti
1963|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Sipil|Pemrograman dan Aplikasi Komputer
1964|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RM184950 - Fotogrametri Jarak Dekat
1965|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RG141453 Marin Optik
1966|Program Pasca Sarjana (PPS)|Magister Arsitektur|Teori Arsitektur
1967|Kantor Penjaminan Mutu|none|AUN QA 2018
1968|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|Basis Data Multimedia dan Lab
